ID,Session,Hyena,Time,Order,Behavior,Target,Distance,Leader Y/N?,Food,Notes,IDold
1448,t28037,mrph,7:24,1,whoops,,,FALSE,,,1949
504,t5728,coch,6:55,1,scan,,,FALSE,,,610
503,t5728,zip,6:55,1,scan,,,FALSE,,,609
468,t6086,hg,9:08,2,fds,,,FALSE,carc,,569
2771,t48855.1,mln,8:51,1,feed,,,FALSE,carcass,,3459
1449,t28037,unid,7:24,2,groan and low,,,FALSE,,"""lots"" of hyenas",1950
985,t9118,unid3,18:11,3,whp brt,,,FALSE,,10 sec duration,1158
1022,t9118,sy,18:31,1,whoop,,,FALSE,,,1199
500,t5728,zip,6:46,8,bo,,,FALSE,,,606
499,t5728,coch,6:46,7,snf,zip,,FALSE,,,605
2955,t15103.1,darw,18:46,1,bo w/ vocalizations,,,FALSE,,b/c another lioness arr chase,3718
2954,t15103.1,oly,18:46,1,bo w/ vocalizations,,,FALSE,,b/c another lioness arr chase,3717
983,t9118,unid1,18:11,3,whp brt,,,FALSE,,10 sec duration,1156
3006,t21390,oke,6:29,1,snf,jas,,FALSE,,,3769
467,t6086,coch,9:08,2,fds,,,FALSE,carc,,568
469,t6086,dj,9:08,2,fds,,,FALSE,carc,,570
3016,t21390,,,,,,,FALSE,,,3779
3009,t21390,sein,6:37,1,brt snf paste,,,FALSE,,,3772
3008,t21390,hg,6:34,1,pastes,,,TRUE,,,3771
3007,t21390,jas,6:29,2,crouches squeals eb,,,FALSE,,,3770
3027,t19682,dd,7:17,6,brt move in closer,,,FALSE,,lion turns and walks away,3797
1482,t28037,mali,7:28,2,pastes,,,FALSE,,,2015
3010,t21390,oke,6:37,1,brt snf paste,,,FALSE,,,3773
3011,t21390,hem,6:37,1,brt snf paste,,,FALSE,,,3774
984,t9118,unid2,18:11,3,whp brt,,,FALSE,,10 sec duration,1157
3013,t21390,oke,6:38,1,groan into den,,,FALSE,,,3776
2953,t15103.1,gil,18:46,1,bo w/ vocalizations,,,FALSE,,b/c another lioness arr chase,3716
159,t6086,pt,6:45,1,return to carcass,,,FALSE,,,222
506,t5728,pp,6:56,2,tries to steal food from lions,,,FALSE,,"unsuccessful, too scared",612
1481,t28037,mig,7:28,1,brt pastes,,,FALSE,,,2013
1272,t18010,bos,8:30,1,so,,,FALSE,,,1640
158,t6086,who,6:45,1,return to carcass,,,FALSE,,,221
157,t6086,hob,6:45,1,return to carcass,,,FALSE,,,220
986,t9118,unid4,18:11,3,whp brt,,,FALSE,,10 sec duration,1159
2766,t48855.1,yog,8:43,2,carry scrap S,,,FALSE,,,3454
3012,t21390,hem,6:38,1,groan into den,,,FALSE,,,3775
3023,t19682,amar,7:17,6,brt move in closer,,,FALSE,,lion turns and walks away,3793
470,t6086,jj,9:08,2,fds,,,FALSE,carc,,571
1021,t9118,sy,18:31,11,whoop,,,FALSE,,,1198
2778,t9106,irq,7:12,1,"app, ll-for",baj,,FALSE,,,3471
498,t5728,fn,6:46,4,bo,,,FALSE,,,604
2951,t15103.1,sein,18:46,1,bo w/ vocalizations,,,FALSE,,b/c another lioness arr chase,3714
3025,t19682,hml,7:17,6,brt move in closer,,,FALSE,,lion turns and walks away,3795
3019,t19682,cr,7:17,5,brt move in closer,,,TRUE,,lion turns and walks away,3789
3020,t19682,mali,7:17,3,brt move in closer,,,TRUE,,lion turns and walks away,3790
55,t3739,,,,,,,FALSE,,,95
3018,t19682,par,7:17,4,brt move in closer,,,TRUE,,lion turns and walks away,3788
3022,t19682,dub,7:17,5,brt move in closer,,,FALSE,,lion turns and walks away,3792
156,t6086,gol,6:40,1,app fd,car,,FALSE,dog buscuit,,219
3021,t19682,hg,7:17,5,brt move in closer,,,FALSE,,lion turns and walks away,3791
466,t6086,pt,9:08,1,app fds,,,FALSE,carc,,567
3026,t19682,puc,7:17,6,brt move in closer,,,FALSE,,lion turns and walks away,3796
3024,t19682,exc,7:17,6,brt move in closer,,,FALSE,,lion turns and walks away,3794
8012,t889,mw,18:13,3,app,lions,<10,FALSE,,,9641
8013,t889,bsh,18:13,4,app,lions,<10,FALSE,,,9642
3475,t9114,arse,7:36,1,dist,,<100,FALSE,,all 15 hyenas (2 unids) w/in 100m of lion/others,4312
3474,t9114,gil,7:36,1,dist,,<100,FALSE,,all 15 hyenas (2 unids) w/in 100m of lion/others,4311
3468,t9114,sx,7:36,1,dist,,<100,FALSE,,all 15 hyenas (2 unids) w/in 100m of lion/others,4305
3466,t9114,tz,7:36,1,dist,,<100,FALSE,,all 15 hyenas (2 unids) w/in 100m of lion/others,4303
3478,t9114,bsh,7:36,1,dist,,<100,FALSE,,all 15 hyenas (2 unids) w/in 100m of lion/others,4315
3476,t9114,dd,7:36,1,dist,,<100,FALSE,,all 15 hyenas (2 unids) w/in 100m of lion/others,4313
3467,t9114,lop,7:36,1,dist,,<100,FALSE,,all 15 hyenas (2 unids) w/in 100m of lion/others,4304
3472,t9114,dj,7:36,1,dist,,<100,FALSE,,all 15 hyenas (2 unids) w/in 100m of lion/others,4309
3471,t9114,jb,7:36,1,dist,,<100,FALSE,,all 15 hyenas (2 unids) w/in 100m of lion/others,4308
3469,t9114,jab,7:36,1,dist,,<100,FALSE,,all 15 hyenas (2 unids) w/in 100m of lion/others,4306
3470,t9114,ger,7:36,1,dist,,<100,FALSE,,all 15 hyenas (2 unids) w/in 100m of lion/others,4307
3477,t9114,jj,7:36,1,dist,,<100,FALSE,,all 15 hyenas (2 unids) w/in 100m of lion/others,4314
3473,t9114,who,7:36,1,dist,,<100,FALSE,,all 15 hyenas (2 unids) w/in 100m of lion/others,4310
15661,t77724,unids,7:51,2,mob,lion,<20,FALSE,,,
15660,t77724,gel,7:51,2,mob,lion,<20,FALSE,,,
15657,t77724,mt,7:51,2,mob,lion,<20,FALSE,,,
15656,t77724,parc,7:51,2,mob,lion,<20,FALSE,,,
15659,t77724,tpe,7:51,2,mob,lion,<20,FALSE,,,
15655,t77724,buar,7:51,2,mob,lion,<20,FALSE,,,
15658,t77724,acon,7:51,2,mob,lion,<20,FALSE,,,
4690,t30255,whh,19:23,1,dist,,<30,FALSE,,lions fd,5792
4687,t30255,nav,19:23,1,dist,,<30,FALSE,,lions fd,5789
4674,t30255,bp,19:23,1,dist,,<30,FALSE,,lions fd,5776
4673,t30255,bos,19:23,1,dist,,<30,FALSE,,lions fd,5775
4676,t30255,chob,19:23,1,dist,,<30,FALSE,,lions fd,5778
4686,t30255,mrph,19:23,1,dist,,<30,FALSE,,lions fd,5788
4685,t30255,mali,19:23,1,dist,,<30,FALSE,,lions fd,5787
4682,t30255,hml,19:23,1,dist,,<30,FALSE,,lions fd,5784
4677,t30255,chw,19:23,1,dist,,<30,FALSE,,lions fd,5779
4681,t30255,hg,19:23,1,dist,,<30,FALSE,,lions fd,5783
4680,t30255,ger,19:23,1,dist,,<30,FALSE,,lions fd,5782
4683,t30255,ldv,19:23,1,dist,,<30,FALSE,,lions fd,5785
8018,t889,pb,18:22,1,dist,,<5,FALSE,,,9647
5006,t38490,ath,7:08,2,mob,lion,<50,FALSE,,whoop brt rush twd lioness,6158
4991,t38490,unids,7:08,1,mob,lion,<50,FALSE,,whoop rush twd lioness,6143
7881,t8699,unids,9:05,3,dist,,<50,FALSE,,,9509
5007,t38490,art,7:08,2,mob,lion,<50,FALSE,,whoop brt rush twd lioness,6159
5008,t38490,ali,7:08,2,mob,lion,<50,FALSE,,whoop brt rush twd lioness,6160
5009,t38490,foz,7:08,2,mob,lion,<50,FALSE,,whoop brt rush twd lioness,6161
8016,t889,pb,18:19,2,dist,,<8,FALSE,,,9645
3457,t9114,arse,7:34,2,dist,,>20,FALSE,,st/lk lion,4293
3453,t9114,jb,7:34,2,dist,,>20,FALSE,,st/lk lion,4289
3458,t9114,dd,7:34,2,dist,,>20,FALSE,,st/lk lion,4294
3449,t9114,lop,7:34,2,dist,,>20,FALSE,,st/lk lion,4285
3456,t9114,gil,7:34,2,dist,,>20,FALSE,,st/lk lion,4292
3448,t9114,tz,7:34,2,dist,,>20,FALSE,,st/lk lion,4284
3455,t9114,who,7:34,2,dist,,>20,FALSE,,st/lk lion,4291
3452,t9114,ger,7:34,2,dist,,>20,FALSE,,st/lk lion,4288
3451,t9114,jab,7:34,2,dist,,>20,FALSE,,st/lk lion,4287
3450,t9114,sx,7:34,2,dist,,>20,FALSE,,st/lk lion,4286
3454,t9114,dj,7:34,2,dist,,>20,FALSE,,st/lk lion,4290
15157,t94073,gng,7:56,14,mob,lion,0,FALSE,,,0
7708,t567,coch,7:58,2,aproach,lioness,0,FALSE,,licks lioness,9298
4707,t32018,mali,6:28,1,dist,,0,FALSE,,scan--injured from lion,5817
7711,t567,mw,8:01,1,app,lioness,0,FALSE,,snfs leg,9301
15151,t94073,hel,7:56,14,mob,lion,0,FALSE,,,0
15152,t94073,mgta,7:56,14,mob,lion,0,FALSE,,,0
8584,t671,hd,7:06,2,mob,lioness,0,FALSE,,kb and coch are injured.,10251
15148,t94073,maa,7:56,14,mob,lion,0,FALSE,,,0
10139,t1140,ap,7:26,1,dist,,0,FALSE,,lion bites AP,11989
15150,t94073,gaza,7:56,14,mob,lion,0,FALSE,,,0
6632,t80207,mos,7:13,1,runs,lioness,0,FALSE,,"lioness t2 lunge, makes contact",7847
4531,t1038.3,hd,18:45,3,runs,,0,TRUE,,lion at heels,5564
15156,t94073,neon,7:56,14,mob,lion,0,FALSE,,,0
8583,t671,b,7:06,2,mob,lioness,0,FALSE,,,10250
8582,t671,coch,7:06,2,mob,lioness,0,FALSE,,,10249
15149,t94073,khtm,7:56,14,mob,lion,0,FALSE,,,0
8884,t53110,mp,6:36,2,t3,lioness,0,FALSE,,,10563
15155,t94073,ali,7:56,14,mob,lion,0,FALSE,,,0
15153,t94073,trus,7:56,14,mob,lion,0,FALSE,,,0
15154,t94073,twst,7:56,14,mob,lion,0,FALSE,,,0
8581,t671,79,7:06,2,mob,lioness,0,FALSE,,,10248
8580,t671,csl,7:06,2,mob,lioness,0,FALSE,,,10247
15147,t94073,ffl,7:56,13,eb dp def growl,lion,0,FALSE,,FFL gets nailed by the lion right here. Bsh.,0
2892,t21742,jj,18:52,1,dist,,0,FALSE,,"""practically runs over lion and freaks out",3655
7058,t9180,rcn,6:45,1,runs in grabs food,,0,FALSE,tail,both male lions still fd,8453
4708,t32018,oke,6:28,1,dist,,0,FALSE,,scan--injured by lion,5818
8579,t671,bsh,7:06,2,mob,lioness,0,FALSE,,"hyenas grt then ""go after lion"" mob/bite, pounces",10246
7041,t9180,hg,6:28,1,run in grabs food,,0,FALSE,zebra leg,lion wlk S,8434
14574,t37838,whi,6:24,1,steal fd,lion,0,FALSE,,,0
15191,t93710,unids,19:17,1,mob,lion,0,FALSE,,,0
15197,t55625,mp,7:27,2,bo,lion,0,FALSE,,lion t3,0
5485,t78815,gaza,6:35,1,scan,,0-165,FALSE,,,6659
5484,t78815,wrwk,6:35,1,scan,,0-165,FALSE,,,6658
6166,t38556,chw,6:30,1,fd,,0-175,FALSE,leg bone,scan,7369
5579,t78815,fxtr,7:04,1,dist,,0-180,FALSE,,,6758
5943,t77667,tilt,7:42,1,scan,,0-2,FALSE,,,7138
5942,t77667,juno,7:42,1,scan,,0-2,FALSE,,,7137
6177,t38556,day,6:30,1,scan,,0-225,FALSE,,,7380
11226,t31094,UNIDS,19:46,1,brt gig whoop,,0-3,FALSE,,,13126
6508,t9171,unid1,6:45,10,dist,,0-30,FALSE,,,7719
4413,t49685,mac,7:24,1,scan,,0-300,FALSE,,,5432
4916,t37838,adon,6:58,1,scan,,0-40,FALSE,,,6067
7027,t9180,fn,6:25,6,scan,,0-40,FALSE,,,8415
4917,t37838,unid,6:58,1,scan,,0-43,FALSE,,,6068
11267,t31094,mali,20:37,1,dist,,0-5,FALSE,,lion lunges at mali,13172
10959,t85229,mgta,7:57,1,scan,,0-50,FALSE,,,12856
10958,t85229,tson,7:57,1,scan,,0-50,FALSE,,,12855
10957,t85229,nav,7:57,1,scan,,0-50,FALSE,,,12854
10955,t85229,lamu,7:57,1,scan,,0-50,FALSE,,,12852
10949,t85229,baez,7:57,1,scan,,0-50,FALSE,,,12846
10954,t85229,ddma,7:57,1,scan,,0-50,FALSE,,,12851
10946,t85229,pene,7:57,1,scan,,0-50,FALSE,,,12843
10950,t85229,roos,7:57,1,scan,,0-50,FALSE,,,12847
10948,t85229,hydg,7:57,1,scan,,0-50,FALSE,,,12845
10956,t85229,bnt,7:57,1,scan,,0-50,FALSE,,closest to lions,12853
10947,t85229,ffl,7:57,1,scan,,0-50,FALSE,,,12844
10953,t85229,neon,7:57,1,scan,,0-50,FALSE,,,12850
10945,t85229,twst,7:57,1,scan,,0-50,FALSE,,,12842
10951,t85229,adon,7:57,1,scan,,0-50,FALSE,,,12848
10944,t85229,juno,7:57,1,scan,,0-50,FALSE,,,12841
10952,t85229,yog,7:57,1,scan,,0-50,FALSE,,,12849
9385,t49476,UNID8,5:47,2,dist,,0-60,FALSE,,"""within 60 m of lioness""",11130
9386,t49476,UNID9,5:47,2,dist,,0-60,FALSE,,"""within 60 m of lioness""",11131
9387,t49476,UNID10,5:47,2,dist,,0-60,FALSE,,"""within 60 m of lioness""",11132
9382,t49476,UNID5,5:47,2,dist,,0-60,FALSE,,"""within 60 m of lioness""",11127
9381,t49476,UNID4,5:47,2,dist,,0-60,FALSE,,"""within 60 m of lioness""",11126
9380,t49476,UNID3,5:47,2,dist,,0-60,FALSE,,"""within 60 m of lioness""",11125
9379,t49476,UNID2,5:47,2,dist,,0-60,FALSE,,"""within 60 m of lioness""",11124
9383,t49476,UNID6,5:47,2,dist,,0-60,FALSE,,"""within 60 m of lioness""",11128
9378,t49476,UNID1,5:47,2,dist,,0-60,FALSE,,"""within 60 m of lioness""",11123
9384,t49476,UNID7,5:47,2,dist,,0-60,FALSE,,"""within 60 m of lioness""",11129
10818,t88150,parc,7:34,1,scan,,1,FALSE,,inside den the lions are ontop of,12715
4356,t49685,art,7:00,3,mob,lion,1,FALSE,,,5373
8527,t14632,bp,7:15,1,app,,1,FALSE,,lioness feeding and snarls as he app,10191
4355,t49685,art,7:00,2,t2,lion,1,FALSE,,lion drops carcass bo,5372
11227,t31094,bacc,19:46,2,dist,lion,1,FALSE,,"""nips butt of lion""",13127
6089,t77667,baez,8:32,1,fd,,1,FALSE,hippo carcass,scan,7292
6093,t77667,oak,8:32,1,fd,,1,FALSE,hippo carcass,scan,7296
5713,t78795,unid,18:24,1,scan,,1,FALSE,,,6900
15514,t567,mw,7:58,1,mob,,1,FALSE,,,
5814,t78795,acon,18:40,2,brt eb wlk righ past lk,lioness,1,FALSE,,scan,7002
6652,t80207,hel,7:27,2,app,lion,1,FALSE,,,7867
5813,t78795,buar,18:40,2,brt ears perked wlk by,lioness,1,TRUE,,scan,7001
5811,t78795,parc,18:40,2,brt eb wlk right past lk,lioness,1,TRUE,,scan,6999
4357,t49685,adon,7:00,3,mob,lion,1,FALSE,,,5374
1962,t31592,her,7:31,1,brt snf,,1,FALSE,,,2558
2630,t28870,hem,6:10,1,brt st in d hole,,1,FALSE,,,3318
2629,t28870,who,6:10,1,brt st in d hole,,1,FALSE,,lion so,3317
4411,t49685,mrph,7:24,1,mob,lions,1,FALSE,,lions bo scent mark,5428
15729,t72442,mgta,7:01,3,join mob,lion,1,FALSE,,,
15726,t72442,cen,7:01,3,join mob,lion,1,FALSE,,,
5214,t78815,pant,6:17,1,mob,lions,1,FALSE,,,6371
5215,t78815,amaz,6:17,1,mob,lions,1,FALSE,,"scan, lions ignore",6372
5216,t78815,hel,6:17,1,mob,lions,1,FALSE,,"scan, lions ignore",6373
5217,t78815,atac,6:17,1,mob,lions,1,FALSE,,"scan, lions ignore",6374
13433,t36570,kier,6:47,1,app,lion,1,FALSE,,,0
5812,t78795,hel,18:40,2,brt ears perked wlk by,lioness,1,TRUE,,scan,7000
5203,t78815,atac,6:14,1,aproach squeals bo,lions,1,FALSE,,,6358
4359,t49685,mali,7:00,3,mob,lion,1,FALSE,,,5376
6821,t77099,yog,6:53,1,app,lion,1,FALSE,sheep carcass scrap,,8085
6749,t65544,baez,18:03,1,app,lioness,1,FALSE,,roar,7979
15619,s13829,angi,19:07,4,mob,,1,FALSE,,,
15618,s13829,ordg,19:07,4,mob,,1,FALSE,,,
15617,s13829,slim,19:07,4,mob,,1,FALSE,,,
15616,s13829,shrm,19:07,4,mob,,1,FALSE,,,
15615,s13829,ana,19:07,4,mob,,1,FALSE,,,
6088,t77667,wran,8:23,1,fd,,1,FALSE,hippo carcass,,7291
15614,s13829,fuzz,19:07,4,mob,,1,FALSE,,,
15613,s13829,wf,19:07,4,mob,,1,FALSE,,,
15612,s13829,logc,19:07,4,mob,,1,FALSE,,,
3580,t27425,mig,7:11,1,scan,,1,FALSE,,"""by lioness""",4420
1963,t31592,lim,7:33,1,pastes,,1,TRUE,,,2559
7177,t554,coch,7:39,1,dist,,1,FALSE,,,8640
7178,t554,mw,7:39,1,dist,,1,FALSE,,,8641
3659,t27425,nav,7:35,1,scan,,1,FALSE,,lion on main carcass,4521
3658,t27425,mp,7:35,1,scan,,1,FALSE,,lion on main carcass,4520
4410,t49685,ger,7:24,1,mob,lions,1,FALSE,,lions bo scent mark,5427
15727,t72442,dion,7:01,3,join mob,lion,1,FALSE,,,
5204,t78815,atac,6:14,2,mob,lions,1,FALSE,,brt app,6359
5205,t78815,amaz,6:14,2,mob,lions,1,FALSE,,brt app,6360
4412,t49685,art,7:24,1,mob,lions,1,FALSE,,lions bo scent mark,5429
4360,t49685,ali,7:00,3,mob,lion,1,FALSE,,,5377
5206,t78815,hel,6:14,2,mob,lions,1,FALSE,,brt app,6361
1961,t31592,lim,7:31,1,brt snf,,1,FALSE,,,2557
8899,t53110,mp,6:47,1,app,lioness,1,FALSE,,lioness claws mp,10578
1854,t16676,sx,7:57,1,mob,,1,FALSE,,,2450
3639,t27425,bp,7:30,1,wan/snf,,1,FALSE,,lioness feeding,4480
1561,t74888,obam,19:35,2,steals fd,,1,FALSE,wildebeest scrap,steals from lion,2122
6091,t77667,ffl,8:32,1,fd,,1,FALSE,hippo carcass,scan,7294
3559,t27425,mig,7:01,2,scan,,1,FALSE,,"""by lioness""",4399
1515,t11417.2,sein,7:47,5,carry fd,,1,FALSE,zebra bone,carries past lioness,2063
9549,t67756,mrph,18:28,2,bo,lion,1,FALSE,,feint twd team,11318
6827,t77099,art,6:54,2,mob,lions,1,FALSE,,,8091
6826,t77099,jeev,6:54,2,mob,lions,1,FALSE,,,8090
6825,t77099,obam,6:54,2,mob,lions,1,FALSE,,,8089
1851,t16676,chas,7:57,1,mob,,1,FALSE,,,2447
1852,t16676,lg,7:57,1,mob,,1,FALSE,,,2448
6651,t80207,juno,7:27,2,app,lion,1,FALSE,,,7866
9550,t67756,roos,18:28,2,bo,lion,1,FALSE,,feint twd team,11319
2627,t28870,who,6:08,2,dist,,1,FALSE,,,3315
1855,t16676,mer,7:57,1,mob,,1,FALSE,,,2451
1856,t16676,amar,7:57,1,mob,,1,FALSE,,,2452
1988,t31592,pisa,7:41,1,joins mob brt,,1,FALSE,,,2584
1987,t31592,ldv,7:41,1,mob remaining lion,,1,FALSE,,brt app lion,2583
1986,t31592,vgs,7:41,1,mob remaining lion,,1,FALSE,,brt app lion,2582
12194,S16215,jazz,6:29,1,brt gig aproach steal fd,,1,FALSE,old topi skull scrap,,1001105
1985,t31592,her,7:41,1,mob remaining lion,,1,FALSE,,brt app lion,2581
1984,t31592,lim,7:41,1,mob remaining lion,,1,FALSE,,brt app lion,2580
1983,t31592,hg,7:41,1,mob remaining lion,,1,FALSE,,brt app lion,2579
6092,t77667,mgta,8:32,1,fd,,1,FALSE,hippo carcass,scan,7295
12193,S16215,arba,6:29,1,aproach steal fd,,1,FALSE,small leg scrap of topi carcass,,1001104
1853,t16676,mrph,7:57,1,mob,,1,FALSE,,,2449
6653,t80207,amaz,7:27,2,app,lion,1,FALSE,,,7868
31,t3586,who,7:23,1,mob,,1,FALSE,,,67
4321,t49685,mnr,6:58,1,scan,,1,FALSE,,,5338
15730,t72442,suk,7:01,3,join mob,lion,1,FALSE,,,
3604,t27425,cam,6:48,3,snf,,1,FALSE,,"""snf by lion""",4444
8594,t70179,mrph,7:16,1,app,lion,1,FALSE,,,10261
5712,t78795,hel,18:24,1,scan,,1,FALSE,,,6899
8892,t53110,bail,6:40,1,app,lioness,1,FALSE,,,10571
5763,t78795,ffl,18:28,6,brt t1 app,lioness,1,FALSE,,,6951
8681,t70078,ffl,19:28,1,dist,,1,FALSE,,,10348
5805,t78795,acon,18:39,2,dist,,1,FALSE,,,6993
2628,t28870,hem,6:08,3,dist,,1,FALSE,,,3316
7444,t57480,bgl,6:08,1,app,lion,1,FALSE,,,8931
8595,t70179,foz,7:16,2,app,lion,1,FALSE,,"first seen flw MRPH, then app lion",10262
15513,s13829,pol,19:07,4,mob,lion,1,FALSE,,,
4033,t38121,art,19:12,1,fds,,1,FALSE,zebra,feeding with 5 lionesses (scan),5016
2417,t51306,kier,16:39,2,mob,,1,FALSE,,lioness abandons carc,3089
5218,t78815,gsmk,6:17,1,mob,lions,1,FALSE,,"scan, lions ignore",6375
472,t9132.2,baj,7:31,2,runs in front of lioness,,1,FALSE,,,573
32,t3586,dj,7:23,1,mob,,1,FALSE,,,68
7872,t1110.3,mu,8:48,3,app,lion,1,FALSE,,,9499
12187,S2058,scrf,6:43,1,scan,,1,FALSE,,lion t1 agression towards scrf,1001098
1982,t31592,ali,7:41,1,mob remaining lion,,1,FALSE,,brt app lion,2578
4358,t49685,mrph,7:00,3,mob,lion,1,FALSE,,,5375
30,t3586,bsh,7:23,1,mob,,1,FALSE,,,66
4279,t49685,unids,6:55,2,mob,,1,FALSE,,"brt t2 second male lion, growls",5295
15728,t72442,juno,7:01,3,join mob,lion,1,FALSE,,,
6090,t77667,juno,8:32,1,fd,,1,FALSE,hippo carcass,scan,7293
10256,t19357,ldv,7:19,1,mob,lion,1,FALSE,,,12136
2485,t21394,mp,18:56,1,fds,,1,FALSE,buffalo carcass,,3159
1442,t28037,mp,7:21,1,grins wlk by lion,,1,FALSE,,,1943
15300,t72442,yaz,7:15,1,dist,lion,1,FALSE,,,0
10255,t19357,jj,7:19,1,mob,lion,1,FALSE,,"app 5 lionesses, bo (preoccupied w/ young male lio",12135
9169,t20815,UNID,7:00,1,mob,,1,FALSE,,cubs,10910
15299,t72442,mgta,7:15,1,dist,lion,1,FALSE,,,0
9171,t20815,UNID,7:00,1,mob,,1,FALSE,,cubs,10912
15298,t72442,puma,7:15,1,dist,lion,1,FALSE,,,0
15301,t72442,unid,7:15,1,dist,lion,1,FALSE,,,0
10257,t19357,linc,7:19,1,mob,lion,1,FALSE,,,12137
10258,t19357,nav,7:19,1,mob,lion,1,FALSE,,,12138
3741,t58038,sbl,6:44,4,bo,,1,FALSE,,rushed by lion,4618
3740,t58038,ksi,6:44,3,bo,,1,FALSE,,rushed by lion,4617
3739,t58038,alum,6:44,2,bo,,1,FALSE,,rushed by lion,4616
9170,t20815,UNID,7:00,1,mob,,1,FALSE,,cubs,10911
6445,t75951,unids,6:22,1,mob,lion,1,FALSE,,surround subA male lion whoop brt sp app,7651
13026,s7512,pike,8:03,0,dist,lion,1,FALSE,,,0
13878,t58193,adon,17:29,0,scan,lion,1,FALSE,,,0
13877,t58193,baez,17:29,0,scan,lion,1,FALSE,,,0
9835,t1088.2,bo,7:45,1,app,lioness,1,FALSE,,"flw bf,sy",11616
13876,t58193,sbl,17:29,0,scan,lion,1,FALSE,,,0
5012,t38490,unids,7:12,1,mob,lion,1,FALSE,,rush and chase lion,6164
13874,t58193,guci,17:29,0,scan,lion,1,FALSE,,,0
5052,t38490,art,7:12,5,mob,lion,1,FALSE,,,6204
2469,t21394,sx,18:52,1,fds,,1,FALSE,buffalo carcass,,3142
13872,t58193,mrph,17:29,0,scan,lion,1,FALSE,,,0
3288,t10897,un id,6:19,1,dist,,1,FALSE,,"male lion charge,hyenas scatter & lion look in den",4092
3301,t9117,bal,6:39,1,dist,,1,FALSE,,,4105
15296,t72442,parc,7:15,1,dist,lion,1,FALSE,,,0
15297,t72442,amaz,7:15,1,dist,lion,1,FALSE,,,0
13875,t58193,hex,17:29,0,scan,lion,1,FALSE,,,0
15277,t72442,art,7:06,2,dist,lion,1,FALSE,,,0
7710,t567,bsh,7:58,1,mob,lioness,1,FALSE,,not close enough to lick it,9300
15281,t72442,mrph,7:06,2,dist,lion,1,FALSE,,,0
15280,t72442,tpe,7:06,2,dist,lion,1,FALSE,,,0
2384,t51306,mali,16:31,1,bo,,1,FALSE,,response to app by lion,3056
15279,t72442,mgta,7:06,2,dist,lion,1,FALSE,,,0
3738,t58038,luo,6:44,1,bo,,1,FALSE,,rushed by lion,4615
15278,t72442,parc,7:06,2,dist,lion,1,FALSE,,,0
2471,t21394,gol,18:52,2,fds,,1,FALSE,buffalo carcass,,3144
15276,t72442,hel,7:06,2,dist,lion,1,FALSE,,,0
15275,t72442,dion,7:06,2,dist,lion,1,FALSE,,,0
2484,t21394,foz,18:53,2,fds,,1,FALSE,buffalo carcass,,3157
15274,t72442,amaz,7:06,2,dist,lion,1,FALSE,,,0
1767,t28037,mali,7:39,4,bites lion on butt,lion,1,FALSE,,,2342
15273,t72442,pan,7:06,2,dist,lion,1,FALSE,,,0
4583,t16391,ua,6:08,1,dist,,1,FALSE,,"no response to lions app, just st/lk",5678
5059,t38490,whi,7:12,5,mob,lion,1,FALSE,,,6211
4584,t16391,stg,6:08,1,dist,,1,FALSE,,"no response to lions app, just st/lk",5679
5053,t38490,ath,7:12,5,mob,lion,1,FALSE,,,6205
10259,t19357,mp,7:19,1,mob,lion,1,FALSE,,,12139
5054,t38490,adon,7:12,5,mob,lion,1,FALSE,,,6206
5055,t38490,ali,7:12,5,mob,lion,1,FALSE,,,6207
5056,t38490,mali,7:12,5,mob,lion,1,FALSE,,,6208
2345,t31148,cam,7:19,5,app,lion,1,FALSE,,,3015
5058,t38490,kdy,7:12,5,mob,lion,1,FALSE,,,6210
2474,t21394,yet,18:53,1,brt fds,,1,FALSE,buffalo carcass,,3147
5060,t38490,csn,7:12,5,mob,lion,1,FALSE,,,6212
5061,t38490,ldv,7:12,5,mob,lion,1,FALSE,,,6213
10260,t19357,hg,7:19,1,mob,lion,1,FALSE,,,12140
10261,t19357,chas,7:19,1,mob,lion,1,FALSE,,,12141
10262,t19357,oke,7:19,1,mob,lion,1,FALSE,,,12142
5033,t38490,unids,7:12,4,mob,lion,1,FALSE,,,6185
5057,t38490,zc,7:12,5,mob,lion,1,FALSE,,,6209
6083,t77667,juno,8:22,1,fd,,1,FALSE,hippo carcass,,7286
3222,t3001,ua,17:15,1,steals fd,,1,FALSE,guts,,4021
3224,t3001,ua,17:20,1,scan,,1,FALSE,,scan,4023
15293,t72442,gel,7:15,1,dist,lion,1,FALSE,,,0
3229,t3001,ua,17:21,1,grabs scrap,,1,FALSE,scrap,,4028
3159,t58038,yog,6:31,1,mob,,1,FALSE,,"lion t2 lunges, hyenas squeal gig bo whoop",3958
1728,t15357,fn,6:55,2,mob,,1,FALSE,,,2302
4925,t37838,unids,7:02,1,mob,lions,1,FALSE,,big group of hyenas rush lions and chase them away,6076
1665,t28037,unids,7:37,3,mob,lion,1,FALSE,,whoop gig run close,2238
7650,t31229,mln,7:50,1,lows app,lion,1,FALSE,,,9202
3158,t58038,mp,6:31,1,mob,,1,FALSE,,"lion t2 lunges, hyenas squeal gig bo whoop",3957
4668,t30255,chw,19:17,1,dist,,1,FALSE,,,5770
4667,t30255,nav,19:17,1,dist,,1,FALSE,,,5769
2929,t15103.1,oly,18:41,1,bo,,1,FALSE,,in response to lion app chased them,3692
7268,t1627,dj,6:55,7,app,lions,1,FALSE,,,8752
